Localitate,Carne,Peste,LegumeFructe,Uleiuri,Lactate,Morarit,Panificatie
Eftimie Murgu,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Oras Sarmasu,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Isalnita,0.0,0.0,0.0,0.0,0.0,0.0,66.0
Porumbeni,0.0,0.0,0.0,0.0,0.0,0.0,70.0
Podari,3.0,0.0,0.0,1.0,2.0,0.0,1.0
Rusca Montana,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Dobresti,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Oras Targu Ocna,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Maicanesti,14.0,0.0,0.0,0.0,0.0,0.0,4.0
Zabrani,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Oras Targu Carbunesti,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Fratesti,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Ion Corvin,0.0,0.0,0.0,0.0,20.0,0.0,13.0
Maruntei,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Oras Balcesti,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Valcelele,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Simnicu De Sus,0.0,0.0,0.0,0.0,0.0,3.0,1.0
Frumusani,49.0,0.0,0.0,0.0,0.0,0.0,0.0
Oras Sangeorgiu De Padure,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Mera,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Breaza,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Draganesti,0.0,0.0,0.0,0.0,0.0,26.0,0.0
Zimandu Nou,8.0,0.0,0.0,0.0,0.0,0.0,3.0
Arpasu De Jos,0.0,0.0,4.0,0.0,0.0,0.0,118.0
Barbatesti,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Botoroaga,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Milcovul,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Telega,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorobanti,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Oras Ticleni,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Frumuseni,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Frecatei,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Asau,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Movilita,0.0,0.0,0.0,0.0,0.0,0.0,40.0
Dragesti,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Municipiul Deva,95.0,0.0,0.0,0.0,3.0,0.0,435.0
Corcova,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Sanpaul,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Greci,0.0,0.0,0.0,0.0,0.0,0.0,139.0
Municipiul Bailesti,0.0,0.0,0.0,0.0,0.0,7.0,7.0
Oras Avrig,67.0,0.0,0.0,0.0,0.0,0.0,43.0
Calvini,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Mereni,0.0,0.0,0.0,0.0,0.0,3.0,25.0
Balcani,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Alimpesti,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Municipiul Calafat,0.0,0.0,0.0,0.0,0.0,14.0,11.0
Finis,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Ganeasa,125.0,0.0,0.0,0.0,0.0,0.0,0.0
Mihail Kogalniceanu,0.0,0.0,0.0,0.0,25.0,0.0,3.0
Axente Sever,0.0,0.0,0.0,0.0,0.0,0.0,24.0
C.a. Rosetti,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Bujoru,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Beresti-Bistrita,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Aninoasa,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Buzescu,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Oras Filiasi,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Valea Calugareasca,0.0,0.0,0.0,0.0,11.0,0.0,0.0
Bazna,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Municipiul Hunedoara,58.0,0.0,6.0,0.0,0.0,0.0,157.0
Slatina-Timis,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ighiu,180.0,0.0,0.0,0.0,0.0,2.0,9.0
Mircea Voda,0.0,0.0,0.0,0.0,0.0,0.0,54.0
Stanceni,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hidiselu De Sus,0.0,0.0,0.0,0.0,20.0,0.0,7.0
Municipiul Iasi,123.0,0.0,35.0,0.0,8.0,28.0,1212.0
Budesti,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Calmatuiu,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Oras Segarcea,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Municipiul Pitesti,1157.0,0.0,15.0,3.0,87.0,60.0,388.0
Afumati,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Devesel,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Bascov,95.0,0.0,0.0,0.0,0.0,0.0,338.0
Holod,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Jurilovca,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Oras Murfatlar,0.0,0.0,0.0,0.0,0.0,0.0,110.0
Optasi-Magura,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Balanesti,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Valea Doftanei,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Suseni,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Blajel,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Bujoreni,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Holboca,0.0,0.0,0.0,0.0,0.0,2.0,13.0
Cervenia,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Municipiul Petrosani,9.0,0.0,1.0,0.0,0.0,0.0,244.0
Mahmudia,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Bradu,0.0,0.0,0.0,0.0,17.0,0.0,8.0
Nicolae Balcescu,0.0,0.0,0.0,0.0,0.0,11.0,50.0
Amarastii De Jos,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Barbatesti,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Osica De Sus,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Oras Mioveni,0.0,0.0,0.0,0.0,0.0,0.0,57.0
Teregova,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Blagesti,0.0,0.0,0.0,0.0,0.0,0.0,20.0
Rediu,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Municipiul Lupeni,0.0,0.0,0.0,0.0,0.0,0.0,61.0
Gradistea,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Oras Petrila,0.0,0.0,0.0,0.0,0.0,0.0,132.0
Cocorastii Colt,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Maracineni,27.0,0.0,145.0,0.0,0.0,5.0,143.0
Bogdanesti,0.0,0.0,0.0,0.0,0.0,0.0,59.0
Tomesti,9.0,0.0,0.0,0.0,0.0,0.0,31.0
Mihai Bravu,0.0,0.0,0.0,0.0,0.0,30.0,0.0
Lazuri De Beius,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Vadu Sapat,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Oras Stefanesti,258.0,0.0,0.0,0.0,0.0,0.0,49.0
Paunesti,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Argetoaia,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Lopadea Noua,0.0,0.0,0.0,0.0,25.0,0.0,0.0
Toplet,0.0,0.0,0.0,0.0,0.0,0.0,55.0
Lazareni,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Oras Harlau,2.0,0.0,0.0,0.0,0.0,0.0,2.0
Municipiul Vulcan,0.0,0.0,0.0,0.0,0.0,13.0,44.0
Balteni,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Municipiul Pascani,563.0,0.0,0.0,0.0,0.0,16.0,82.0
Garla Mare,0.0,0.0,0.0,0.0,0.0,14.0,0.0
Darlos,8.0,0.0,0.0,0.0,0.0,0.0,0.0
Mihai Eminescu,0.0,0.0,0.0,0.0,14.0,39.0,2.0
Municipiul Campulung,25.0,0.0,2.0,0.0,31.0,0.0,262.0
Oras Aninoasa,1.0,0.0,0.0,0.0,0.0,0.0,6.0
Dobrotesti,0.0,0.0,0.0,0.0,3.0,0.0,16.0
Lunca Muresului,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Pufesti,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Lugasu De Jos,0.0,0.0,2.0,0.0,0.0,0.0,28.0
Pecineaga,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Valea Mare Pravat,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Lupsa,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Cislau,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Oras Targu Frumos,3.0,0.0,0.0,1.0,0.0,0.0,93.0
Municipiul Brad,58.0,0.0,0.0,0.0,0.0,0.0,113.0
Lunca,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Niculitel,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Mihaileni,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Municipiul Satu Mare,915.0,0.0,2.0,15.0,61.0,19.0,476.0
Greci,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Municipiul Curtea De Arges,0.0,0.0,40.0,0.0,2.0,0.0,165.0
Madaras,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Criscior,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Draganesti-Vlasca,0.0,0.0,0.0,1.0,0.0,16.0,19.0
Jina,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Municipiul Carei,57.0,0.0,1.0,280.0,3.0,43.0,286.0
Ostrov,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Creteni,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Laslea,0.0,0.0,4.0,0.0,0.0,0.0,0.0
Cleja,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Oras Costesti,13.0,0.0,0.0,0.0,493.0,0.0,0.0
Capleni,0.0,0.0,0.0,0.0,0.0,11.0,0.0
Magesti,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Oras Potcoava,1.0,0.0,0.0,0.0,0.0,0.0,4.0
Oras Calan,0.0,0.0,0.0,0.0,0.0,0.0,130.0
Oras Negresti-Oas,2.0,0.0,4.0,0.0,0.0,6.0,46.0
Loamnes,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Sarichioi,0.0,0.0,0.0,0.0,4.0,0.0,0.0
Zorlentu Mare,0.0,0.0,0.0,0.0,6.0,0.0,0.0
Seimeni,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Oras Topoloveni,2.0,0.0,78.0,0.0,0.0,1.0,105.0
Oras Tasnad,3.0,0.0,0.0,0.0,0.0,15.0,57.0
Nojorid,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Oras Bumbesti-Jiu,0.0,0.0,0.0,0.0,0.0,0.0,63.0
Bralostita,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Izvoarele,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Albestii De Arges,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Aroneanu,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Smardan,0.0,0.0,0.0,0.0,3.0,0.0,5.0
Acas,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Redea,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Somova,0.0,0.0,0.0,0.0,6.0,156.0,0.0
Oras Hateg,0.0,151.0,0.0,0.0,0.0,0.0,59.0
Oras Miercurea Sibiului,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Rotunda,0.0,0.0,0.0,0.0,0.0,7.0,0.0
Zau De Campie,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Osorhei,0.0,0.0,0.0,0.0,0.0,17.0,0.0
Mihalt,0.0,0.0,0.0,0.0,0.0,22.0,0.0
Stejaru,15.0,0.0,0.0,0.0,24.0,0.0,0.0
Rusanesti,0.0,0.0,0.0,0.0,0.0,52.0,0.0
Municipiul Orastie,50.0,0.0,0.0,0.0,0.0,44.0,68.0
Paltinis,0.0,0.0,0.0,0.0,25.0,0.0,0.0
Breasta,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Topolog,0.0,0.0,0.0,0.0,7.0,5.0,0.0
Oras Simeria,0.0,0.0,15.0,0.0,0.0,0.0,118.0
Belcesti,0.0,0.0,0.0,0.0,0.0,1.0,20.0
Oras Ardud,0.0,0.0,59.0,0.0,0.0,0.0,0.0
Valu Lui Traian,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Oras Darmanesti,0.0,0.0,0.0,0.0,0.0,0.0,113.0
Chibed,126.0,0.0,0.0,0.0,0.0,0.0,0.0
Corunca,0.0,0.0,0.0,0.0,0.0,16.0,4.0
Bulzesti,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Lumina,376.0,0.0,0.0,0.0,0.0,27.0,1.0
Suraia,0.0,0.0,0.0,0.0,0.0,2.0,10.0
Galbinasi,0.0,0.0,5.0,0.0,0.0,0.0,0.0
Municipiul Cluj-Napoca,328.0,12.0,221.0,2.0,712.0,70.0,1747.0
Baia De Cris,0.0,0.0,0.0,0.0,27.0,0.0,5.0
Vulturu,0.0,0.0,0.0,0.0,20.0,0.0,0.0
Bivolari,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Oras Scornicesti,85.0,0.0,0.0,0.0,0.0,3.0,39.0
Valea Nucarilor,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Oras Mihailesti,16.0,0.0,0.0,0.0,11.0,0.0,190.0
Pocola,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Mosna,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Gheraseni,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Fartatesti,0.0,0.0,0.0,0.0,0.0,0.0,66.0
Tortoman,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Batarci,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Municipiul Dej,3.0,0.0,36.0,0.0,50.0,35.0,138.0
Marzanesti,0.0,0.0,0.0,0.0,0.0,14.0,0.0
Babana,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Glodeanu Sarat,0.0,0.0,3.0,0.0,0.0,0.0,0.0
Glodeanu-Silistea,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Baraganu,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Berveni,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Ripiceni,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Izvoru Barzii,0.0,0.0,0.0,0.0,0.0,0.0,24.0
Baiculesti,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Seaca,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Popesti,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Butea,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bixad,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Calnic,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Olteni,0.0,0.0,0.0,0.0,0.0,95.0,1.0
Porumbacu De Jos,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Municipiul Piatra-Neamt,31.0,0.0,1.0,0.0,186.0,23.0,736.0
Noslac,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Orbeasca,0.0,0.0,0.0,0.0,2.0,8.0,0.0
Municipiul Sfantu Gheorghe,112.0,0.0,0.0,0.0,352.0,50.0,384.0
Rabagani,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Baru,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Balilesti,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Romanesti,0.0,0.0,0.0,0.0,0.0,0.0,35.0
Ciortesti,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Dumbrava Rosie,131.0,0.0,2.0,0.0,0.0,0.0,25.0
Celaru,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Oras Baraolt,26.0,0.0,4.0,0.0,312.0,0.0,52.0
Livezile,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Municipiul Turda,1.0,0.0,0.0,0.0,0.0,5.0,186.0
Piatra,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Botiz,0.0,0.0,0.0,0.0,0.0,205.0,0.0
Mihai Viteazu,262.0,0.0,0.0,0.0,0.0,0.0,1.0
Savinesti,18.0,0.0,0.0,6.0,0.0,0.0,17.0
Remetea,0.0,0.0,0.0,0.0,0.0,0.0,23.0
Ciurea,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Municipiul Barlad,26.0,0.0,0.0,120.0,32.0,2.0,65.0
Rosia,0.0,0.0,0.0,0.0,19.0,0.0,0.0
Tifesti,0.0,0.0,0.0,0.0,0.0,43.0,0.0
Plosca,0.0,0.0,0.0,15.0,0.0,0.0,0.0
Calinesti-Oas,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Cerat,0.0,0.0,0.0,0.0,0.0,11.0,0.0
Municipiul Roman,0.0,0.0,0.0,0.0,0.0,128.0,319.0
Oras Covasna,0.0,0.0,1.0,0.0,20.0,0.0,7.0
Municipiul Husi,58.0,0.0,0.0,0.0,0.0,0.0,35.0
Camarzana,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Cordun,0.0,0.0,0.0,0.0,0.0,1.0,60.0
Municipiul Campia Turzii,0.0,0.0,0.0,5.0,0.0,0.0,221.0
Comandau,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Oras Negresti,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Suharau,0.0,0.0,0.0,0.0,0.0,10.0,0.0
Pianu,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Stoicanesti,0.0,0.0,0.0,0.0,0.0,11.0,0.0
Municipiul Gherla,156.0,0.0,0.0,0.0,0.0,0.0,320.0
Horia,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Oras Intorsura Buzaului,12.0,0.0,0.0,0.0,0.0,0.0,6.0
Peris,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Urechesti,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Rosia,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Oras Bicaz,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Sulita,16.0,0.0,0.0,0.0,0.0,0.0,0.0
Barcani,0.0,0.0,0.0,0.0,34.0,0.0,9.0
Oras Huedin,14.0,0.0,1.0,0.0,0.0,0.0,32.0
Sacadat,0.0,0.0,0.0,0.0,23.0,0.0,0.0
Municipiul Vaslui,369.0,18.0,39.0,153.0,133.0,640.0,182.0
Aghiresu,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Certeze,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Oras Sacueni,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Sita Buzaului,7.0,0.0,0.0,0.0,0.0,0.0,26.0
Vidra,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Albesti,0.0,0.0,0.0,0.0,0.0,13.0,0.0
Oras Targu Neamt,18.0,0.0,3.0,0.0,54.0,0.0,116.0
Cotofenii Din Dos,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Putineiu,0.0,0.0,0.0,0.0,11.0,0.0,0.0
Municipiul Targu Secuiesc,10.0,0.0,16.0,0.0,1.0,0.0,64.0
Garleni,0.0,0.0,0.0,0.0,0.0,1.0,10.0
Seica Mare,0.0,0.0,0.0,0.0,0.0,3.0,10.0
Salacea,0.0,0.0,0.0,0.0,0.0,4.0,13.0
Maracineni,0.0,0.0,0.0,0.0,0.0,4.0,87.0
Daneti,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Agapia,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Aita Mare,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Crucisor,0.0,0.0,0.0,0.0,3.0,0.0,16.0
Salard,0.0,0.0,16.0,0.0,0.0,0.0,3.0
Tatulesti,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Glavanesti,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Batani,0.0,0.0,0.0,0.0,10.0,0.0,0.0
Posaga,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Oras Dabuleni,0.0,0.0,0.0,1.0,0.0,22.0,11.0
Rasuceni,40.0,0.0,0.0,0.0,0.0,0.0,0.0
Todireni,0.0,0.0,0.0,0.0,0.0,14.0,0.0
Sura Mare,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Arsura,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Helegiu,0.0,0.0,0.0,0.0,0.0,0.0,30.0
Roata De Jos,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Bosorod,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Sura Mica,0.0,0.0,0.0,0.0,4.0,0.0,74.0
Apahida,187.0,0.0,0.0,0.0,73.0,0.0,174.0
Bodoc,0.0,0.0,0.0,0.0,0.0,1.0,21.0
Sarbi,0.0,0.0,0.0,0.0,0.0,1.0,40.0
Baltatesti,0.0,0.0,66.0,0.0,0.0,0.0,0.0
Farcasesti,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Trusesti,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Bradulet,0.0,0.0,0.0,0.0,53.0,0.0,0.0
Oras Talmaciu,3.0,0.0,0.0,0.0,0.0,0.0,61.0
Dobresti,0.0,0.0,0.0,0.0,0.0,6.0,0.0
Rametea,0.0,0.0,0.0,0.0,23.0,0.0,0.0
Dorolt,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Aschileu,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Ramet,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Foieni,6.0,0.0,0.0,0.0,0.0,0.0,0.0
Turnu Rosu,0.0,0.0,0.0,0.0,0.0,0.0,31.0
Gherta Mica,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Bacani,0.0,0.0,0.0,16.0,0.0,0.0,0.0
Dranic,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Suplacu De Barcau,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Baciu,0.0,0.0,0.0,0.0,30.0,0.0,16.0
Halmeu,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Bradut,6.0,0.0,0.0,0.0,0.0,0.0,19.0
Sfintesti,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Sinesti,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Vurpar,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Buzoesti,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Urzica,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alma,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Simian,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Rosia Montana,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Hodod,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Valea Mare,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hurezani,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Catalina,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Vulturu,0.0,0.0,0.0,0.0,0.0,9.0,2.0
Movila Banului,0.0,0.0,0.0,0.0,23.0,0.0,0.0
Homoroade,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ionesti,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Slobozia Moara,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Cernat,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Snagov,1.0,0.0,1.0,0.0,0.0,2.0,1.0
Popesti,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Caldararu,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Ghercesti,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Valeni,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Chichis,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Biliesti,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Gologanu,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Calinesti,0.0,0.0,0.0,0.0,0.0,8.0,21.0
Rosia De Secas,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Suncuius,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Lelesti,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Focuri,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Lapusata,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Oras Nehoiu,5.0,0.0,0.0,0.0,0.0,0.0,1.0
Borca,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Oras Livada,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Vladeni,0.0,0.0,0.0,0.0,5.0,0.0,0.0
Ghelinta,0.0,0.0,0.0,0.0,0.0,0.0,57.0
Municipiul Suceava,179.0,0.0,0.0,0.0,862.0,87.0,277.0
Ghidfalau,10.0,0.0,0.0,0.0,14.0,0.0,0.0
Magiresti,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Suhaia,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Visina,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Ipotesti,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Vlasinesti,0.0,0.0,0.0,0.0,115.0,0.0,6.0
Vitomiresti,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Storobaneasa,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Borlesti,1.0,0.0,0.0,0.0,0.0,0.0,5.0
Bontida,0.0,0.0,0.0,0.0,1.0,0.0,8.0
Vorniceni,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tauteu,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ilieni,0.0,0.0,0.0,0.0,9.0,4.0,13.0
Micula,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Sasciori,327.0,0.0,0.0,0.0,0.0,0.0,54.0
Municipiul Bucuresti,2665.0,352.0,1396.0,432.0,628.0,661.0,5882.0
Goicea,0.0,0.0,0.0,0.0,0.0,4.0,9.0
Motoseni,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Svinita,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Stefanestii De Jos,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Lungesti,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Lemnia,183.0,0.0,0.0,0.0,0.0,0.0,0.0
Tatarastii De Jos,0.0,0.0,0.0,0.0,0.0,0.0,55.0
Tileagd,0.0,0.0,0.0,0.0,0.0,4.0,20.0
Vladila,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Scheia,81.0,0.0,2.0,0.0,86.0,4.0,0.0
Padina,0.0,0.0,0.0,0.0,12.0,0.0,0.0
Musetesti,0.0,0.0,0.0,0.0,0.0,0.0,19.0
Malaia,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Oras Bragadiru,3.0,0.0,11.0,0.0,0.0,93.0,516.0
Candesti,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Gropnita,0.0,0.0,0.0,0.0,0.0,8.0,0.0
Cetateni,0.0,0.0,64.0,0.0,0.0,0.0,0.0
Odoreu,0.0,0.0,5.0,0.0,8.0,0.0,0.0
Chiajna,1.0,0.0,1.0,0.0,0.0,0.0,20.0
Mateesti,0.0,0.0,0.0,0.0,0.0,0.0,27.0
Cerbal,0.0,0.0,0.0,0.0,0.0,0.0,3.0
